1 3 11 15 24 30 34 37 38 46 52 56 59 63 67 76 85 86 90 93 98 107 116
2 6 11 17 23 28 34 36 39 43 53 56 59 63 67 77 85 86 90 93 98 111 116
2 6 11 17 23 28 34 36 39 41 53 56 59 63 69 77 85 86 90 93 98 111 116
2 6 10 17 23 28 34 36 39 46 53 56 59 63 67 78 85 86 90 93 99 111 116
2 3 11 17 23 28 34 36 39 41 53 56 59 63 68 77 85 86 90 93 98 110 116
2 6 10 13 23 28 34 36 39 46 53 56 59 63 69 76 85 86 90 93 98 110 116
1 3 11 16 24 29 34 36 39 43 52 56 61 66 69 80 85 86 90 95 101 110 114
2 3 11 16 23 28 34 36 39 41 53 56 59 63 69 76 85 86 90 93 98 110 116
1 3 11 16 24 29 34 36 39 42 52 56 61 66 71 80 85 86 90 95 101 111 116
2 6 10 16 23 28 34 36 39 41 53 56 59 63 68 76 85 86 90 93 98 110 116
2 6 10 13 23 28 34 36 39 43 53 56 59 63 69 77 85 86 90 93 99 111 116
1 3 10 16 24 29 34 36 39 45 52 56 61 66 71 77 85 86 90 95 101 110 116
2 6 10 16 23 28 34 36 39 44 53 56 59 63 67 77 85 86 90 93 99 111 116
1 6 11 16 24 29 34 36 39 43 52 56 61 66 70 77 85 86 90 95 101 110 116
2 6 10 17 23 28 34 36 39 44 53 56 59 63 69 77 85 86 90 93 98 111 116
1 3 9 16 24 30 34 36 38 42 52 56 59 63 67 76 85 86 90 93 99 110 116
2 6 10 17 23 28 34 36 39 46 53 56 59 63 69 76 85 86 90 93 98 110 116
2 6 10 13 23 28 34 36 39 46 53 56 59 63 68 76 85 86 90 93 98 111 116
2 3 11 17 23 28 34 36 39 41 53 56 59 63 68 76 85 86 90 93 98 110 116
2 6 10 17 23 28 34 36 39 41 53 56 59 63 69 76 85 86 90 93 98 110 116
2 6 10 16 23 28 34 36 39 44 53 56 59 63 69 78 85 86 90 93 99 110 116
1 3 9 18 24 30 34 37 38 41 52 56 59 63 67 76 85 86 90 93 98 107 116
1 6 11 16 24 29 34 36 39 45 52 56 61 66 71 77 85 86 90 95 101 110 116
2 6 11 16 23 28 34 36 39 44 53 56 59 63 69 76 85 86 90 93 99 110 116
2 6 11 17 23 28 34 36 39 44 53 56 59 63 67 78 85 86 90 93 99 111 116
1 3 11 18 24 30 34 36 38 46 52 56 59 63 67 76 85 86 90 93 99 110 116
2 6 11 13 23 28 34 36 39 43 53 56 59 63 68 78 85 86 90 93 99 111 116
2 6 10 16 23 28 34 36 39 43 53 56 59 63 69 76 85 86 90 93 98 110 116
2 6 10 17 23 28 34 36 39 43 53 56 59 63 69 76 85 86 90 93 98 111 116
2 6 10 17 23 28 34 36 39 44 53 56 59 63 67 76 85 86 90 93 98 111 116
2 3 11 16 23 28 34 36 39 41 53 56 59 63 69 78 85 86 90 93 99 111 116
1 3 9 15 24 30 34 37 38 43 52 56 59 63 67 76 85 86 90 93 99 110 116
2 6 10 16 23 28 34 36 39 41 53 56 59 63 68 78 85 86 90 93 98 111 116
1 3 10 16 24 29 34 36 39 43 52 56 61 66 71 77 85 86 90 95 101 110 116
2 6 10 13 23 28 34 36 39 43 53 56 59 63 69 76 85 86 90 93 98 110 116
2 6 10 13 23 28 34 36 39 43 53 56 59 63 68 78 85 86 90 93 98 110 116
1 3 9 16 24 30 34 37 38 41 52 56 59 63 67 76 85 86 90 93 98 107 116
2 6 10 16 23 28 34 36 39 43 53 56 59 63 69 76 85 86 90 93 99 111 116
2 6 10 17 23 28 34 36 39 44 53 56 59 63 67 76 85 86 90 93 99 110 116
1 3 11 16 24 29 34 36 39 42 52 56 61 66 69 80 85 86 90 95 101 111 116
2 3 10 13 23 28 34 36 39 44 53 56 59 63 68 77 85 86 90 93 99 111 116
2 6 10 17 23 28 34 36 39 46 53 56 59 63 69 78 85 86 90 93 99 110 116
2 6 11 17 23 28 34 36 39 41 53 56 59 63 69 78 85 86 90 93 98 110 116
1 3 9 18 24 30 34 36 38 41 52 56 59 63 67 76 85 86 90 93 99 107 116
1 3 11 16 24 29 34 36 39 45 52 56 61 66 69 77 85 86 90 95 101 110 116
2 6 10 17 23 28 34 36 39 43 53 56 59 63 69 76 85 86 90 93 98 110 116
2 6 10 16 23 28 34 36 39 43 53 56 59 63 68 76 85 86 90 93 98 110 116
